name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Ford Endeavour Hurricane Limited Edition,2007,20000,110000,Diesel,Individual,Automatic,Fourth & Above Owner
Tata Indica Vista TDI LS,2014,12500,25000,Diesel,Individual,Manual,First Owner
Land Rover Discovery S 2.0 SD4,2018,200000,68000,Petrol,Individual,Automatic,First Owner
Maruti Alto 800 LXI,2014,10500,20000,Petrol,Individual,Manual,First Owner
Hyundai i10 Era 1.1 iTech SE,2011,7350,110000,Petrol,Individual,Manual,Second Owner
Maruti Vitara Brezza VDi Option,2018,36250,26350,Diesel,Individual,Manual,First Owner
Mahindra Scorpio SLE BSIV,2012,27500,90000,Diesel,Individual,Manual,First Owner
Hyundai i20 Sportz Option 1.2,2016,23750,25000,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing GLS,2014,12500,50000,Petrol,Individual,Manual,Second Owner
Tata Indica LSI,2006,3500,60000,Petrol,Individual,Manual,Second Owner
Hyundai EON Era Plus,2012,8000,70000,Petrol,Individual,Manual,Third Owner
Ford Endeavour 3.0L 4X4 AT,2011,50000,90000,Diesel,Individual,Automatic,Second Owner
Hyundai Santro LE zipPlus,2001,3400,70000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Asta,2017,25000,26500,Petrol,Individual,Manual,First Owner
Tata Indigo CR4,2013,8500,60000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio S11 BSIV,2018,65000,35000,Diesel,Individual,Manual,First Owner
Hyundai Creta 1.4 EX Diesel,2020,52500,10000,Diesel,Individual,Manual,First Owner
Maruti Ritz LXI,2009,15000,15000,Petrol,Individual,Manual,First Owner
Hyundai i20 Magna 1.2,2016,30000,25000,Petrol,Individual,Manual,First Owner
Hyundai Verna CRDi 1.6 SX,2017,45000,50000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,27500,25000,Petrol,Individual,Manual,First Owner
Maruti Alto LX,2007,5000,52000,Petrol,Individual,Manual,Second Owner
Honda Brio 1.2 S MT,2017,20000,15000,Petrol,Individual,Manual,First Owner
Tata Nano Lx,2011,6000,20000,Petrol,Individual,Manual,First Owner
Hyundai i20 Asta 1.4 CRDi,2013,15000,90000,Diesel,Individual,Manual,First Owner
Tata Indigo LX,2011,7000,60000,Diesel,Individual,Manual,Second Owner
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2015,32000,23000,Petrol,Individual,Manual,First Owner
Maruti Alto K10 VXI,2018,19000,22155,Petrol,Individual,Manual,First Owner
Tata Nano Lx,2011,6000,20000,Petrol,Individual,Manual,First Owner
Maruti Ciaz 1.4 Delta,2018,32500,70000,Petrol,Individual,Manual,First Owner
Maruti Alto LX,2009,7500,60000,Petrol,Individual,Manual,Second Owner
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,27500,35000,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W8 4WD,2012,32500,71042,Diesel,Dealer,Manual,First Owner
Mitsubishi Pajero Sport 4X4,2012,51250,167870,Diesel,Dealer,Manual,Second Owner
Ford Fiesta 1.5 TDCi Titanium,2011,9750,133564,Diesel,Dealer,Manual,First Owner
Mercedes-Benz C-Class Progressive C 220d,2018,190000,10000,Diesel,Dealer,Automatic,First Owner
BMW 3 Series 320d Sport,2013,74500,40000,Diesel,Dealer,Automatic,First Owner
BMW X5 xDrive 30d xLine,2019,247500,30000,Diesel,Dealer,Automatic,First Owner
Honda City i-VTEC CVT ZX,2018,57000,23038,Petrol,Trustmark Dealer,Automatic,First Owner
Chevrolet Beat Diesel LS,2011,4750,70000,Diesel,Individual,Manual,First Owner
BMW 3 Series GT Luxury Line,2017,152500,30000,Diesel,Individual,Automatic,First Owner
Hyundai Grand i10 1.2 Kappa Magna AT,2017,27500,19890,Petrol,Dealer,Automatic,First Owner
Maruti Ertiga VXI,2015,31250,11918,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai Grand i10 Magna AT,2017,26000,10510,Petrol,Dealer,Automatic,First Owner
Chevrolet Beat LT Option,2016,11950,41000,Petrol,Dealer,Manual,First Owner
Toyota Fortuner 4x2 AT,2017,130000,47162,Diesel,Trustmark Dealer,Automatic,First Owner
Hyundai i10 Magna,2012,11499.95,49824,Petrol,Dealer,Manual,First Owner
Audi A6 2.0 TDI Premium Plus,2013,65000,58500,Diesel,Dealer,Automatic,First Owner
Maruti Baleno Delta 1.2,2017,29250,43608,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Baleno Alpha CVT,2018,41250,11212,Petrol,Trustmark Dealer,Automatic,First Owner
Hyundai i20 1.4 Magna Executive,2013,14000,52000,Diesel,Dealer,Manual,First Owner
Maruti Baleno Zeta,2016,36250,49217,Petrol,Trustmark Dealer,Manual,First Owner
Mahindra Verito 1.5 D4 BSIV,2015,15000,90000,Diesel,Individual,Manual,First Owner
Hyundai Xcent 1.2 Kappa S,2015,18750,70000,Petrol,Individual,Manual,First Owner
Honda City VTEC,2003,15500,90000,Petrol,Individual,Manual,Fourth & Above Owner
Maruti Swift Dzire VDi,2011,18750,190000,Diesel,Individual,Manual,Third Owner
Ford Endeavour 3.2 Titanium AT 4X4,2016,97500,106000,Diesel,Individual,Automatic,First Owner
Tata Xenon XT EX 4X2,2012,20000,80000,Diesel,Individual,Manual,Second Owner
Nissan Terrano XL Plus 85 PS,2014,27500,80000,Diesel,Individual,Manual,Second Owner
Maruti Eeco 7 Seater Standard BSIV,2018,13500,20000,Petrol,Individual,Manual,First Owner
Maruti Ertiga ZDI,2012,27750,110000,Diesel,Individual,Manual,Second Owner
Ford Ecosport 1.5 DV5 MT Ambiente,2013,25000,60000,Diesel,Individual,Manual,Second Owner
Skoda Laura Elegance 1.9 TDI  AT,2010,20000,130000,Diesel,Individual,Automatic,Second Owner
Hyundai EON 1.0 Era Plus,2017,14000,28838,Petrol,Individual,Manual,First Owner
Tata Indica GLS BS IV,2008,4000,200000,Petrol,Individual,Manual,First Owner
Tata Indica DLS,2006,2750,100000,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI Airbag,2014,12500,50000,Petrol,Individual,Manual,First Owner
Mahindra Bolero SLX 2WD,2010,12500,190000,Diesel,Individual,Manual,Fourth & Above Owner
Mahindra Jeep MM 540,2007,4750,100000,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio 1.99 S10,2014,36250,135000,Diesel,Individual,Manual,Second Owner
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,16000,50000,Diesel,Individual,Manual,Third Owner
Skoda Octavia Elegance 2.0 TDI AT,2014,60000,135000,Diesel,Individual,Automatic,Third Owner
Chevrolet Beat Diesel LS,2012,8000,50000,Diesel,Individual,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,2018,39500,19571,Diesel,Dealer,Manual,First Owner
Honda City i-VTEC ZX,2018,60000,29600,Petrol,Dealer,Manual,First Owner
Maruti Swift LXI,2011,8750,70000,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,47500,15000,Diesel,Individual,Automatic,First Owner
Maruti Celerio LXI MT BSIV,2019,17000,50000,Petrol,Individual,Manual,First Owner
Renault Captur 1.5 Diesel RXT,2017,41250,13500,Diesel,Individual,Manual,First Owner
Audi A4 30 TFSI Technology,2018,155000,22000,Petrol,Individual,Automatic,First Owner
Honda Amaze VX Diesel BSIV,2018,39000,25000,Diesel,Dealer,Manual,First Owner
Toyota Corolla Altis 1.8 VL AT,2010,17500,80000,Petrol,Individual,Automatic,Third Owner
Honda Amaze VX Petrol BSIV,2018,34500,39000,Petrol,Dealer,Manual,First Owner
Maruti Alto 800 VXI,2016,12250,60000,Petrol,Individual,Manual,First Owner
Honda Amaze VX Diesel BSIV,2018,39500,49000,Diesel,Dealer,Manual,First Owner
Honda Amaze VX i-VTEC,2018,34000,48600,Petrol,Dealer,Manual,First Owner
Hyundai Grand i10 Asta Option,2017,27000,20000,Petrol,Individual,Manual,Second Owner
Mahindra KUV 100 mFALCON G80 K2,2016,21250,25000,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo Sports,2008,7000,120000,Petrol,Individual,Manual,First Owner
Maruti Ertiga ZDI Plus,2019,55000,30000,Diesel,Individual,Manual,First Owner
Renault Lodgy 85PS RxL,2015,35750,35000,Diesel,Individual,Manual,First Owner
Audi A4 3.0 TDI Quattro,2013,79000,86000,Diesel,Dealer,Automatic,First Owner
Audi Q3 2.0 TDI Quattro Premium Plus,2015,87500,127643,Diesel,Dealer,Automatic,First Owner
Tata Zest Revotron 1.2T XMS,2018,20000,54000,Petrol,Dealer,Manual,Second Owner
Audi A6 2.0 TDI  Design Edition,2014,87500,102354,Diesel,Dealer,Automatic,First Owner
Audi Q5 2.0 TFSI Quattro Premium Plus,2014,92500,62237,Petrol,Dealer,Automatic,First Owner
Hyundai Santro Xing XL eRLX Euro III,2005,5749.95,90000,Petrol,Dealer,Manual,Second Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2018,47500,21394,Diesel,Dealer,Manual,First Owner
Datsun GO T Petrol,2015,15500,32686,Petrol,Dealer,Manual,First Owner
Mahindra Jeep CJ 500 DI,2006,28750,1001,Diesel,Dealer,Manual,First Owner
Renault Pulse RxZ,2017,24500,22000,Diesel,Dealer,Manual,First Owner
Hyundai Grand i10 Magna,2017,24000,53261,Petrol,Dealer,Manual,First Owner
Land Rover Discovery Sport SD4 HSE Luxury,2016,175000,53000,Diesel,Dealer,Automatic,First Owner
Renault KWID 1.0 RXT Optional,2018,18500,10000,Petrol,Dealer,Manual,First Owner
Maruti Baleno Alpha 1.3,2017,41750,14000,Diesel,Dealer,Manual,First Owner
Volkswagen Polo 2015-2019 1.2 MPI Highline,2017,32500,44000,Petrol,Dealer,Manual,First Owner
Toyota Etios VD,2014,33500,39895,Diesel,Dealer,Manual,First Owner
Chevrolet Cruze LTZ AT,2017,47500,73000,Diesel,Dealer,Automatic,First Owner
Honda City i-VTEC SV,2014,34500,17000,Petrol,Dealer,Manual,First Owner
Volkswagen Polo 2015-2019 1.2 MPI Highline,2017,33500,18591,Petrol,Dealer,Manual,First Owner
Tata Nexon 1.5 Revotorq XZ,2017,46250,26766,Diesel,Dealer,Manual,First Owner
Hyundai EON Magna Plus,2015,12500,30000,Petrol,Individual,Manual,First Owner
Tata Sumo Gold EX,2016,25499.95,42000,Diesel,Individual,Manual,First Owner
Honda City i DTEC VX,2014,26000,110000,Diesel,Individual,Manual,First Owner
Tata Indica DLE,2005,5000,100000,Diesel,Individual,Manual,First Owner
Tata Indica DLS,2006,4250,300000,Diesel,Individual,Manual,Second Owner
Tata Indigo LX,2009,6500,110000,Diesel,Individual,Manual,Third Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2018,47500,27620,Diesel,Dealer,Manual,First Owner
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,22500,70000,Petrol,Individual,Manual,First Owner
Honda City S,2012,16000,50000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2015,24000,50000,Diesel,Individual,Manual,First Owner
Mercedes-Benz New C-Class C 220 CDI Grand Edition,2014,124500,46000,Diesel,Individual,Automatic,First Owner
Toyota Innova 2.5 VX 8 STR,2012,39500,82000,Diesel,Individual,Manual,First Owner
Maruti Omni MPI STD BSIV,2016,6000,120000,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,2006,3750,80000,Petrol,Individual,Manual,Third Owner
Tata Indica GLS BS IV,2010,4950,70000,Petrol,Individual,Manual,First Owner
Maruti S-Cross Zeta DDiS 200 SH,2018,50750,20000,Diesel,Individual,Manual,First Owner
Mahindra Xylo D4 BSIV,2013,12500,200000,Diesel,Individual,Manual,Second Owner
Toyota Innova Crysta 2.5 VX BS IV,2011,26000,120000,Diesel,Individual,Manual,First Owner
Hyundai Verna CRDi 1.6 AT SX Option,2018,55000,30000,Diesel,Individual,Automatic,First Owner
Toyota Innova 2.5 V Diesel 7-seater,2005,10000,223000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2016,26250,60000,Diesel,Individual,Manual,First Owner
Hyundai i20 Asta 1.2,2016,25000,40000,Petrol,Individual,Manual,First Owner
Mahindra Scorpio S2 7 Seater,2016,33750,161327,Diesel,Individual,Manual,First Owner
Hyundai i10 Magna 1.2 iTech SE,2009,7500,60000,Petrol,Individual,Manual,Third Owner
Mahindra Bolero DI,2007,12500,50000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,22500,6000,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing XS,2009,7500,68000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat Diesel LS,2012,10000,85000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio VLS AT 2.2 mHAWK,2011,26250,70000,Diesel,Individual,Automatic,First Owner
Maruti Esteem VX,1999,3000,35000,Petrol,Individual,Manual,Second Owner
Maruti Swift Vdi BSIII,2010,9000,100000,Diesel,Individual,Manual,Second Owner
Honda Amaze S i-Dtech,2015,23750,110000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio VLS AT 2.2 mHAWK,2010,19000,195000,Diesel,Individual,Automatic,Second Owner
Maruti Alto 800 LXI,2015,14250,46000,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi BSIII,2008,4560,60000,Petrol,Individual,Manual,Second Owner
Datsun RediGO T Option,2017,12500,46000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 CRDi Sportz,2015,20000,42000,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing XG AT,2006,8000,90000,Petrol,Individual,Automatic,Second Owner
Skoda Yeti Ambition 4X2,2012,32500,85000,Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX,2012,20499.95,120000,Diesel,Individual,Manual,Third Owner
Ford Ecosport 1.5 DV5 MT Titanium,2013,21250,72000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI CNG,2013,12500,71000,CNG,Individual,Manual,Second Owner
Maruti Swift Dzire VXi,2009,10000,110000,Petrol,Individual,Manual,Fourth & Above Owner
Maruti Wagon R LXI CNG,2013,12500,71000,CNG,Individual,Manual,Second Owner
Volkswagen Polo Diesel Trendline 1.2L,2010,6500,144000,Diesel,Individual,Manual,Fourth & Above Owner
Maruti Eeco 5 Seater AC BSIV,2017,13000,30000,Petrol,Dealer,Manual,First Owner
Hyundai Verna SX,2007,7750,65000,Petrol,Dealer,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,2015,22500,38000,Diesel,Individual,Manual,First Owner
Maruti SX4 Celebration Petrol,2012,11000,90000,Petrol,Individual,Manual,Second Owner
Hyundai i20 Active S Diesel,2018,32500,37000,Diesel,Dealer,Manual,First Owner
Maruti Alto 800 LXI,2018,14250,30000,Petrol,Dealer,Manual,First Owner
Honda Amaze V CVT Petrol BSIV,2018,36250,26000,Petrol,Dealer,Automatic,First Owner
Maruti Ciaz ZXi,2016,31250,30000,Petrol,Dealer,Manual,First Owner
Hyundai i20 Active SX Petrol,2016,27500,23000,Petrol,Dealer,Manual,First Owner
Hyundai i10 Magna,2012,12000,40000,Petrol,Dealer,Manual,First Owner
Nissan Terrano XL 85 PS,2014,30000,27000,Diesel,Dealer,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x2,2012,17500,65000,Diesel,Dealer,Manual,First Owner
Hyundai EON Magna Plus,2015,12250,32000,Petrol,Dealer,Manual,First Owner
Mahindra Bolero B6,2016,30000,56000,Diesel,Dealer,Manual,First Owner
BMW X1 sDrive 20d xLine,2017,120000,30000,Diesel,Individual,Automatic,First Owner
Mahindra Scorpio SLE BS IV,2014,31000,80000,Diesel,Dealer,Manual,First Owner
Maruti Swift Dzire 1.2 Vxi BSIV,2014,19750,52000,Petrol,Dealer,Manual,Second Owner
Maruti Ertiga ZXI,2014,31750,13250,Petrol,Dealer,Manual,First Owner
Maruti Alto LX,2011,9000,36000,Petrol,Dealer,Manual,First Owner
Maruti Swift ZDI Plus,2015,24249.95,73000,Diesel,Dealer,Manual,Second Owner
Maruti Alto LX,2004,5500,60000,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI BSIII,2006,7500,60000,Petrol,Individual,Manual,Second Owner
Chevrolet Tavera Neo 2 LT L 9 Str,2012,20000,110000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Aura Plus 1.3 Quadrajet,2012,10000,70000,Diesel,Individual,Manual,Second Owner
Renault Duster 85PS Diesel RxL Plus,2013,15100,60000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire Vdi BSIV,2011,10750,90000,Diesel,Individual,Manual,Fourth & Above Owner
Maruti Wagon R VXI BSIII,2004,7750,80000,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,50000,101000,Diesel,Individual,Manual,Second Owner
Mahindra Bolero Power Plus SLX,2018,27500,44000,Diesel,Individual,Manual,First Owner
Maruti Swift 1.3 VXi,2006,10000,45000,Petrol,Individual,Manual,First Owner
Mahindra Scorpio S2 7 Seater,2017,37500,120000,Diesel,Individual,Manual,First Owner
Maruti Zen LXI,2005,4500,90000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI Minor,2007,4000,120000,Petrol,Individual,Manual,Second Owner
Hyundai EON D Lite Plus,2013,11499.95,13500,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2017,17500,10000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 Magna,2015,16250,25000,Petrol,Individual,Manual,Third Owner
Tata Tigor 1.2 Revotron XT,2018,22500,8500,Petrol,Individual,Manual,First Owner
Maruti SX4 Celebration Diesel,2012,12500,120000,Diesel,Individual,Manual,First Owner
Volkswagen Polo Diesel Comfortline 1.2L,2012,11250,120000,Diesel,Individual,Manual,First Owner
Maruti Alto LXi,2009,7500,90246,Petrol,Individual,Manual,Third Owner
Maruti Alto LX BSIII,2008,5500,90000,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi BSIII,2010,7500,40000,Petrol,Individual,Manual,Second Owner
Maruti Gypsy King Hard Top,2000,8250,60000,Petrol,Individual,Manual,Fourth & Above Owner
Renault Duster 85PS Diesel RxL,2017,30500,32000,Diesel,Individual,Manual,Second Owner
Tata Manza Club Class Quadrajet90 VX,2013,8500,60400,Diesel,Individual,Manual,First Owner
Hyundai Verna CRDi,2008,7500,70950,Diesel,Individual,Manual,Second Owner
Hyundai i20 Asta 1.4 CRDi,2013,15000,90000,Diesel,Individual,Manual,First Owner
Hyundai Xcent 1.1 CRDi Base,2015,18750,72000,Diesel,Individual,Manual,First Owner
Maruti Swift VDI,2013,19500,90000,Diesel,Individual,Manual,First Owner
Hyundai i20 Active 1.2 S,2017,30000,10000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2014,10249.95,25000,Petrol,Individual,Manual,Second Owner
Hyundai Verna CRDi,2009,13500,80000,Diesel,Individual,Manual,Second Owner
Hyundai Grand i10 Sportz,2017,18750,10000,Petrol,Individual,Manual,First Owner
Maruti Baleno Zeta,2020,35000,1100,Petrol,Individual,Manual,First Owner
Maruti Swift VXI Deca,2017,22750,40000,Petrol,Individual,Manual,First Owner
Hyundai i10 Sportz 1.1L,2017,18750,10000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 Asta,2014,17050,31491,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2014,10000,107143,Diesel,Individual,Manual,Second Owner
Maruti Ignis 1.2 AMT Delta BSIV,2017,22500,15000,Petrol,Individual,Automatic,First Owner
Hyundai Santro Xing GL Plus,2012,8500,50000,Petrol,Individual,Manual,Second Owner
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2017,95000,100000,Diesel,Individual,Manual,First Owner
Mahindra Bolero Power Plus LX,2016,25000,60000,Diesel,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi Plus,2016,40999.95,85000,Diesel,Individual,Manual,First Owner
Maruti Swift 1.2 DLX,2014,17550,40000,Petrol,Individual,Manual,Second Owner
Hyundai i10 Magna 1.2 iTech SE,2011,9750,80000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDi,2008,12500,82000,Diesel,Individual,Manual,Second Owner
Maruti Zen Estilo 1.1 VXI BSIII,2008,6000,70000,Petrol,Individual,Manual,Second Owner
Maruti A-Star Vxi,2009,9000,70000,Petrol,Individual,Manual,Third Owner
Mahindra KUV 100 mFALCON D75 K6,2016,21500,20000,Diesel,Individual,Manual,First Owner
Tata Nano Cx BSIV,2012,3750,35000,Petrol,Individual,Manual,Second Owner
Mahindra Xylo D4,2017,37500,80000,Diesel,Individual,Manual,First Owner
Tata Nano Lx,2011,3000,40000,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 VX (Diesel) 8 Seater,2015,75000,46412,Diesel,Individual,Manual,First Owner
Mahindra Bolero SLX 2WD BSIII,2011,19500,150000,Diesel,Individual,Manual,Fourth & Above Owner
Mahindra TUV 300 T4,2016,31500,50000,Diesel,Individual,Manual,First Owner
Tata Safari Storme VX Varicor 400,2018,54250,15000,Diesel,Individual,Manual,First Owner
Hyundai i10 Magna 1.2 iTech SE,2012,9500,60000,Petrol,Individual,Manual,Second Owner
Maruti Baleno Delta Automatic,2018,27500,25000,Petrol,Individual,Automatic,First Owner
Maruti Alto 800 LXI,2012,10000,90000,Petrol,Individual,Manual,Third Owner
Chevrolet Spark 1.0 LT,2011,8250,60000,Petrol,Individual,Manual,First Owner
Ford Figo Diesel Celebration Edition,2013,13000,65000,Diesel,Individual,Manual,First Owner
Maruti Alto LX,2011,7550,40000,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza VDi,2018,39000,50000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Quadrajet LX,2012,8750,80000,Diesel,Individual,Manual,Third Owner
Tata Indica Vista TDI LS,2010,8500,107500,Diesel,Dealer,Manual,First Owner
Tata Indica Vista TDI LS,2013,10500,135000,Diesel,Dealer,Manual,Second Owner
Maruti Alto LXi,2007,4500,43826,Petrol,Dealer,Manual,Second Owner
Hyundai i20 Active S Petrol,2016,26750,55838,Petrol,Dealer,Manual,First Owner
Maruti Swift VDI BSIV,2007,9750,112880,Diesel,Dealer,Manual,First Owner
Tata Indica Vista Terra Quadrajet 1.3L,2011,7000,90000,Diesel,Individual,Manual,Third Owner
Nissan Sunny XL,2012,17500,40000,Petrol,Individual,Manual,First Owner
Hyundai Verna 1.6 SX VTVT (O),2013,21250,66000,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2017,15000,30300,Petrol,Individual,Manual,First Owner
Volkswagen Vento Diesel Style Limited Edition,2013,17000,85000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VXi,2009,12500,80659,Petrol,Dealer,Manual,First Owner
